0.196,0.7854,2670,0
0.208,0.77667,2623,0
0.216,0.76795,2610,0
0.205,0.75923,2628,0
0.196,0.75051,2579,0
0.2,0.74181,2577,0
0.209,0.73311,2593,0
0.207,0.72443,2632,0
0.204,0.71575,2606,0
0.223,0.7071,2612,0
0.223,0.69846,2640,0
0.225,0.68984,2652,0
0.233,0.68125,2836,0
0.273,0.67268,3523,0
0.302,0.66413,3932,0
0.368,0.65561,4027,0
0.431,0.64711,4013,0
0.478,0.63865,3918,0
0.56,0.63022,3920,0
0.827,0.62183,3706,0
0.821,0.61346,3390,0
0.831,0.60514,3225,0
0.832,0.59686,3465,0
0.833,0.58861,3614,0
0.717,0.58041,3767,0
0.728,0.57225,3734,0
0.729,0.56413,3576,0
0.71,0.55606,3552,0
0.684,0.54804,3560,0
0.685,0.54006,3633,0
0.669,0.53214,3623,0
0.649,0.52426,3578,0
0.623,0.51644,3583,0
0.615,0.50867,3542,0
0.598,0.50095,3507,0
0.601,0.49329,3427,0
0.616,0.48569,3387,0
0.624,0.47814,3393,0
0.625,0.47065,3489,0
0.619,0.46322,3541,0
0.598,0.45585,3497,0
0.591,0.44854,3459,0
0.582,0.44129,3498,0
0.585,0.4341,3494,0
0.579,0.42697,3559,0
0.583,0.41991,3638,0
0.58,0.41291,3714,0
0.579,0.40597,3692,0
0.571,0.3991,3714,0
0.578,0.39229,3728,0
0.577,0.38555,3749,0
0.573,0.37887,3865,0
0.564,0.37226,4007,0
0.557,0.36571,4104,0
0.554,0.35923,4102,0
0.567,0.35282,4125,0
0.559,0.34647,4167,0
0.575,0.34019,4256,0
0.559,0.33398,4259,0
0.577,0.32783,4228,0
0.572,0.32175,4269,0
0.568,0.31574,4061,0
0.567,0.30979,3826,0
0.563,0.30391,3658,0
0.565,0.2981,3500,0
0.555,0.29236,3459,0
0.553,0.28668,3383,0
0.559,0.28107,3505,0
0.56,0.27552,3495,0
0.565,0.27005,3549,0
0.566,0.26463,3535,0
0.562,0.25929,3551,0
0.566,0.25401,3574,0
0.568,0.24879,3545,0
0.565,0.24365,3437,0
0.585,0.23856,3381,0
0.587,0.23354,3494,0
0.602,0.22859,3598,0
0.605,0.2237,3762,0
0.593,0.21887,3820,0
0.61,0.21411,3808,0
0.608,0.20941,3851,0
0.605,0.20478,3726,0
0.609,0.2002,3652,0
0.613,0.19569,3661,0
0.631,0.19124,3819,0
0.629,0.18686,3961,0
0.636,0.18253,4025,0
0.613,0.17827,3984,0
0.622,0.17406,3916,0
0.628,0.16992,3856,0
0.631,0.16583,3819,0
0.614,0.16181,3951,0
0.645,0.15784,3948,0
0.621,0.15394,4016,0
0.634,0.15009,4045,0
0.638,0.1463,4111,0
0.632,0.14257,4197,0
0.65,0.13889,4274,0
0.638,0.13527,4302,0
