0.133,-2.3562,2790,0
0.134,-2.3518,2835,0
0.125,-2.3475,2829,0
0.138,-2.3431,2878,0
0.132,-2.3387,2883,0
0.13,-2.3344,2973,0
0.129,-2.33,2871,0
0.12,-2.3257,2938,0
0.117,-2.3213,2924,0
0.142,-2.3169,2851,0
0.135,-2.3126,2871,0
0.129,-2.3082,2899,0
0.127,-2.3038,2848,0
0.126,-2.2995,2829,0
0.122,-2.2951,2837,0
0.132,-2.2907,2865,0
0.141,-2.2864,2836,0
0.137,-2.282,2852,0
0.133,-2.2777,2866,0
0.134,-2.2733,2836,0
0.144,-2.2689,2866,0
0.134,-2.2646,2860,0
0.136,-2.2602,2846,0
0.133,-2.2558,2887,0
0.132,-2.2515,2893,0
0.119,-2.2471,2918,0
0.127,-2.2427,2939,0
0.143,-2.2384,2914,0
0.141,-2.234,2941,0
0.136,-2.2297,2915,0
0.138,-2.2253,2922,0
0.14,-2.2209,2893,0
0.142,-2.2166,2913,0
0.139,-2.2122,2915,0
0.135,-2.2078,2929,0
0.145,-2.2035,2945,0
0.142,-2.1991,2953,0
0.138,-2.1948,2980,0
0.148,-2.1904,2928,0
0.143,-2.186,2956,0
0.14,-2.1817,2948,0
0.14,-2.1773,2960,0
0.143,-2.1729,2968,0
0.148,-2.1686,2917,0
0.13,-2.1642,2971,0
0.144,-2.1598,2964,0
0.152,-2.1555,2923,0
0.141,-2.1511,2948,0
0.142,-2.1468,2889,0
0.143,-2.1424,2949,0
0.14,-2.138,2948,0
0.134,-2.1337,2923,0
0.144,-2.1293,2894,0
0.149,-2.1249,2895,0
0.146,-2.1206,2930,0
0.15,-2.1162,2930,0
0.152,-2.1118,2916,0
0.146,-2.1075,2904,0
0.146,-2.1031,2886,0
0.15,-2.0988,2890,0
0.15,-2.0944,2873,0
0.14,-2.09,2857,0
0.138,-2.0857,2843,0
0.136,-2.0813,2827,0
0.154,-2.0769,2787,0
0.155,-2.0726,2714,0
2.416,-2.0682,312,0
2.36,-2.0639,1248,0
2.357,-2.0595,2073,0
2.341,-2.0551,2453,0
2.311,-2.0508,2630,0
2.3,-2.0464,2801,0
2.292,-2.042,2826,0
2.281,-2.0377,2845,0
2.266,-2.0333,2892,0
2.263,-2.0289,2904,0
2.245,-2.0246,2909,0
2.233,-2.0202,2884,0
2.23,-2.0159,2938,0
2.215,-2.0115,2936,0
2.208,-2.0071,2946,0
2.186,-2.0028,2959,0
2.171,-1.9984,2937,0
2.188,-1.994,2963,0
2.159,-1.9897,2924,0
2.158,-1.9853,2944,0
2.149,-1.9809,2965,0
2.135,-1.9766,2927,0
2.13,-1.9722,2979,0
2.118,-1.9679,3001,0
2.119,-1.9635,2991,0
2.102,-1.9591,3001,0
2.093,-1.9548,3028,0
2.087,-1.9504,2955,0
2.072,-1.946,3014,0
2.071,-1.9417,3031,0
2.06,-1.9373,3032,0
2.051,-1.933,3027,0
2.029,-1.9286,3038,0
2.031,-1.9242,3097,0
2.022,-1.9199,3015,0
2.016,-1.9155,3036,0
2.005,-1.9111,3065,0
2,-1.9068,3031,0
1.989,-1.9024,3051,0
1.986,-1.898,3070,0
1.98,-1.8937,3047,0
1.977,-1.8893,3060,0
1.959,-1.885,3079,0
1.953,-1.8806,3077,0
1.948,-1.8762,3089,0
1.94,-1.8719,3113,0
1.928,-1.8675,3097,0
1.924,-1.8631,3123,0
1.923,-1.8588,3108,0
1.918,-1.8544,3123,0
1.896,-1.85,3178,0
1.895,-1.8457,3148,0
1.892,-1.8413,3104,0
1.89,-1.837,3096,0
1.88,-1.8326,3170,0
1.864,-1.8282,3121,0
1.88,-1.8239,3139,0
1.869,-1.8195,3111,0
1.856,-1.8151,3167,0
1.851,-1.8108,3116,0
1.856,-1.8064,3161,0
1.829,-1.8021,3173,0
1.832,-1.7977,3203,0
1.828,-1.7933,3188,0
1.819,-1.789,3181,0
1.83,-1.7846,3205,0
1.813,-1.7802,3125,0
1.802,-1.7759,3171,0
1.784,-1.7715,3206,0
1.774,-1.7671,3208,0
1.791,-1.7628,3215,0
1.793,-1.7584,3167,0
1.788,-1.7541,3216,0
1.77,-1.7497,3225,0
1.775,-1.7453,3245,0
1.763,-1.741,3196,0
1.763,-1.7366,3196,0
1.761,-1.7322,3243,0
1.749,-1.7279,3238,0
1.753,-1.7235,3235,0
1.754,-1.7191,3236,0
1.738,-1.7148,3236,0
1.738,-1.7104,3254,0
1.73,-1.7061,3297,0
1.729,-1.7017,3241,0
1.727,-1.6973,3291,0
1.726,-1.693,3233,0
1.697,-1.6886,3270,0
1.702,-1.6842,3283,0
1.706,-1.6799,3282,0
1.711,-1.6755,3163,0
1.683,-1.6712,3058,0
1.644,-1.6668,2783,0
1.628,-1.6624,2701,0
1.629,-1.6581,2683,0
1.626,-1.6537,2717,0
1.65,-1.6493,2862,0
1.669,-1.645,3134,0
1.675,-1.6406,3273,0
1.668,-1.6362,3318,0
1.672,-1.6319,3323,0
1.671,-1.6275,3292,0
1.662,-1.6232,3342,0
1.66,-1.6188,3318,0
1.637,-1.6144,3363,0
1.638,-1.6101,3348,0
1.647,-1.6057,3363,0
1.648,-1.6013,3351,0
1.643,-1.597,3358,0
1.64,-1.5926,3331,0
1.633,-1.5882,3324,0
1.633,-1.5839,3356,0
1.638,-1.5795,3333,0
1.621,-1.5752,3390,0
1.627,-1.5708,3318,0
1.633,-1.5664,3348,0
1.619,-1.5621,3381,0
1.616,-1.5577,3336,0
1.629,-1.5533,3334,0
1.615,-1.549,3358,0
1.599,-1.5446,3344,0
1.608,-1.5403,3320,0
1.603,-1.5359,3342,0
1.581,-1.5315,3377,0
1.587,-1.5272,3408,0
1.59,-1.5228,3321,0
1.588,-1.5184,3332,0
1.585,-1.5141,3341,0
1.583,-1.5097,3330,0
1.59,-1.5053,3347,0
1.595,-1.501,3358,0
1.585,-1.4966,3387,0
1.58,-1.4923,3328,0
1.577,-1.4879,3310,0
1.575,-1.4835,3314,0
1.586,-1.4792,3320,0
1.576,-1.4748,3411,0
1.571,-1.4704,3385,0
1.576,-1.4661,3320,0
1.576,-1.4617,3348,0
1.566,-1.4573,3293,0
1.562,-1.453,3328,0
1.553,-1.4486,3336,0
1.571,-1.4443,3319,0
1.556,-1.4399,3319,0
1.553,-1.4355,3347,0
1.552,-1.4312,3315,0
1.557,-1.4268,3335,0
1.558,-1.4224,3290,0
1.548,-1.4181,3360,0
1.542,-1.4137,3339,0
1.552,-1.4094,3342,0
1.534,-1.405,3334,0
1.542,-1.4006,3379,0
1.545,-1.3963,3340,0
1.548,-1.3919,3305,0
1.54,-1.3875,3369,0
1.543,-1.3832,3354,0
1.541,-1.3788,3361,0
1.525,-1.3744,3368,0
1.523,-1.3701,3415,0
1.535,-1.3657,3371,0
1.526,-1.3614,3398,0
1.524,-1.357,3398,0
1.528,-1.3526,3423,0
1.53,-1.3483,3447,0
1.513,-1.3439,3456,0
1.526,-1.3395,3418,0
1.523,-1.3352,3420,0
1.517,-1.3308,3444,0
1.529,-1.3265,3430,0
1.525,-1.3221,3492,0
1.528,-1.3177,3489,0
1.52,-1.3134,3487,0
1.519,-1.309,3519,0
1.511,-1.3046,3512,0
1.5,-1.3003,3560,0
1.385,-1.2959,3609,0
1.299,-1.2915,3258,0
1.299,-1.2872,3204,0
1.294,-1.2828,3292,0
1.285,-1.2785,3302,0
1.294,-1.2741,3228,0
1.302,-1.2697,3196,0
1.322,-1.2654,3437,0
1.357,-1.261,3717,0
1.495,-1.2566,3532,0
1.509,-1.2523,3523,0
1.502,-1.2479,3543,0
1.512,-1.2435,3546,0
1.516,-1.2392,3596,0
1.517,-1.2348,3571,0
1.516,-1.2305,3537,0
1.519,-1.2261,3540,0
1.508,-1.2217,3538,0
1.503,-1.2174,3560,0
1.494,-1.213,3603,0
1.496,-1.2086,3593,0
1.519,-1.2043,3547,0
1.519,-1.1999,3566,0
1.512,-1.1956,3555,0
1.514,-1.1912,3520,0
1.512,-1.1868,3566,0
1.515,-1.1825,3567,0
1.516,-1.1781,3573,0
1.507,-1.1737,3604,0
1.51,-1.1694,3581,0
1.515,-1.165,3586,0
1.505,-1.1606,3596,0
1.516,-1.1563,3610,0
1.514,-1.1519,3594,0
1.516,-1.1476,3565,0
1.529,-1.1432,3564,0
1.517,-1.1388,3543,0
1.504,-1.1345,3593,0
1.502,-1.1301,3604,0
1.513,-1.1257,3600,0
1.517,-1.1214,3594,0
1.521,-1.117,3604,0
1.52,-1.1126,3586,0
1.519,-1.1083,3603,0
1.516,-1.1039,3604,0
1.521,-1.0996,3665,0
1.522,-1.0952,3565,0
1.521,-1.0908,3586,0
1.524,-1.0865,3615,0
1.529,-1.0821,3560,0
1.532,-1.0777,3495,0
1.52,-1.0734,3407,0
1.547,-1.069,3165,0
1.539,-1.0647,3057,0
1.532,-1.0603,2926,0
1.541,-1.0559,2933,0
1.532,-1.0516,2935,0
1.538,-1.0472,2941,0
1.546,-1.0428,3012,0
1.535,-1.0385,3001,0
1.543,-1.0341,2872,0
1.536,-1.0297,2853,0
1.547,-1.0254,2825,0
1.548,-1.021,2845,0
1.546,-1.0167,2877,0
