4.46,-2.3562,2315,0
4.489,-2.3518,2323,0
4.504,-2.3475,2317,0
4.525,-2.3431,2328,0
4.537,-2.3387,2349,0
4.558,-2.3344,2301,0
4.579,-2.33,2308,0
4.593,-2.3257,2303,0
4.601,-2.3213,2289,0
4.637,-2.3169,2294,0
4.641,-2.3126,2330,0
4.664,-2.3082,2310,0
4.688,-2.3038,2276,0
4.687,-2.2995,2349,0
4.728,-2.2951,2338,0
4.747,-2.2907,2316,0
4.774,-2.2864,2294,0
4.793,-2.282,2349,0
4.833,-2.2777,2341,0
4.832,-2.2733,2358,0
4.86,-2.2689,2140,0
4.883,-2.2646,2316,0
4.907,-2.2602,2380,0
4.937,-2.2558,2326,0
4.958,-2.2515,2358,0
4.982,-2.2471,2329,0
5.004,-2.2427,2337,0
5.011,-2.2384,2362,0
5.03,-2.234,2355,0
5.07,-2.2297,2385,0
5.112,-2.2253,2346,0
5.122,-2.2209,2327,0
5.16,-2.2166,2323,0
5.184,-2.2122,2315,0
5.208,-2.2078,2356,0
5.235,-2.2035,2367,0
5.264,-2.1991,2316,0
5.269,-2.1948,2203,0
5.27,-2.1904,2207,0
5.243,-2.186,2200,0
5.226,-2.1817,2276,0
5.188,-2.1773,2511,0
5.161,-2.1729,2533,0
5.143,-2.1686,2543,0
5.144,-2.1642,2535,0
5.129,-2.1598,2513,0
5.113,-2.1555,2558,0
5.09,-2.1511,2538,0
5.073,-2.1468,2562,0
5.066,-2.1424,2562,0
5.054,-2.138,2565,0
5.038,-2.1337,2605,0
5.018,-2.1293,2548,0
5.01,-2.1249,2630,0
5,-2.1206,2617,0
4.991,-2.1162,2603,0
4.965,-2.1118,2624,0
4.948,-2.1075,2610,0
4.929,-2.1031,2634,0
4.919,-2.0988,2648,0
4.911,-2.0944,2630,0
4.895,-2.09,2600,0
4.876,-2.0857,2560,0
4.876,-2.0813,2573,0
4.873,-2.0769,2460,0
4.867,-2.0726,2355,0
4.846,-2.0682,2388,0
4.839,-2.0639,2346,0
4.843,-2.0595,2378,0
4.82,-2.0551,2317,0
4.806,-2.0508,2298,0
4.797,-2.0464,2361,0
4.771,-2.042,2350,0
4.777,-2.0377,2362,0
4.762,-2.0333,2349,0
4.742,-2.0289,2384,0
4.73,-2.0246,2397,0
4.707,-2.0202,2374,0
4.729,-2.0159,2348,0
4.703,-2.0115,2395,0
4.693,-2.0071,2418,0
4.685,-2.0028,2436,0
4.685,-1.9984,2445,0
4.668,-1.994,2408,0
4.656,-1.9897,2396,0
4.648,-1.9853,2389,0
4.643,-1.9809,2419,0
4.624,-1.9766,2454,0
4.627,-1.9722,2421,0
4.611,-1.9679,2458,0
4.6,-1.9635,2448,0
4.603,-1.9591,2419,0
4.588,-1.9548,2438,0
4.577,-1.9504,2425,0
4.576,-1.946,2436,0
4.556,-1.9417,2473,0
4.549,-1.9373,2454,0
4.528,-1.933,2496,0
4.542,-1.9286,2461,0
4.532,-1.9242,2468,0
4.516,-1.9199,2426,0
4.515,-1.9155,2479,0
4.514,-1.9111,2459,0
4.517,-1.9068,2481,0
4.499,-1.9024,2460,0
4.486,-1.898,2496,0
4.486,-1.8937,2491,0
4.476,-1.8893,2522,0
4.472,-1.885,2455,0
4.466,-1.8806,2488,0
4.462,-1.8762,2477,0
4.459,-1.8719,2516,0
4.444,-1.8675,2515,0
4.427,-1.8631,2516,0
4.416,-1.8588,2499,0
4.435,-1.8544,2485,0
4.413,-1.85,2521,0
4.418,-1.8457,2510,0
4.409,-1.8413,2517,0
4.414,-1.837,2547,0
4.394,-1.8326,2531,0
4.382,-1.8282,2537,0
4.387,-1.8239,2559,0
4.379,-1.8195,2549,0
4.381,-1.8151,2529,0
4.371,-1.8108,2528,0
4.359,-1.8064,2570,0
4.354,-1.8021,2507,0
4.354,-1.7977,2555,0
4.345,-1.7933,2589,0
4.352,-1.789,2533,0
4.346,-1.7846,2570,0
4.324,-1.7802,2578,0
4.314,-1.7759,2563,0
4.327,-1.7715,2591,0
4.321,-1.7671,2574,0
4.313,-1.7628,2599,0
4.271,-1.7584,2688,0
4.089,-1.7541,2887,0
3.761,-1.7497,3081,0
3.829,-1.7453,3358,0
4.28,-1.741,2636,0
4.297,-1.7366,2616,0
4.298,-1.7322,2595,0
4.275,-1.7279,2617,0
4.291,-1.7235,2609,0
4.292,-1.7191,2619,0
4.273,-1.7148,2664,0
4.273,-1.7104,2602,0
4.28,-1.7061,2656,0
4.265,-1.7017,2687,0
4.254,-1.6973,2657,0
4.271,-1.693,2644,0
4.267,-1.6886,2643,0
4.261,-1.6842,2689,0
4.261,-1.6799,2645,0
4.261,-1.6755,2660,0
4.254,-1.6712,2665,0
4.249,-1.6668,2634,0
4.244,-1.6624,2678,0
4.245,-1.6581,2685,0
4.245,-1.6537,2706,0
4.236,-1.6493,2685,0
4.307,-1.645,2701,0
3.454,-1.6406,4210,0
3.425,-1.6362,4223,0
3.392,-1.6319,4171,0
3.391,-1.6275,4060,0
3.384,-1.6232,4167,0
3.408,-1.6188,4188,0
3.473,-1.6144,4089,0
3.488,-1.6101,3939,0
4.266,-1.6057,2745,0
4.188,-1.6013,2774,0
4.204,-1.597,2736,0
4.212,-1.5926,2736,0
4.231,-1.5882,2761,0
4.225,-1.5839,2801,0
4.219,-1.5795,2745,0
4.232,-1.5752,2760,0
4.227,-1.5708,2721,0
4.227,-1.5664,2709,0
4.232,-1.5621,2711,0
4.225,-1.5577,2730,0
4.226,-1.5533,2716,0
4.221,-1.549,2669,0
4.225,-1.5446,2653,0
4.209,-1.5403,2768,0
4.169,-1.5359,2780,0
4.052,-1.5315,2672,0
4.005,-1.5272,2651,0
4.051,-1.5228,2871,0
4.184,-1.5184,2769,0
4.216,-1.5141,2700,0
4.219,-1.5097,2725,0
4.229,-1.5053,2713,0
4.233,-1.501,2714,0
4.236,-1.4966,2718,0
4.229,-1.4923,2651,0
4.238,-1.4879,2631,0
4.244,-1.4835,2562,0
4.24,-1.4792,2648,0
4.243,-1.4748,2607,0
4.246,-1.4704,2554,0
4.241,-1.4661,2541,0
4.23,-1.4617,2533,0
4.237,-1.4573,2548,0
4.178,-1.453,2643,0
4.083,-1.4486,2650,0
4.007,-1.4443,2654,0
3.971,-1.4399,2692,0
3.968,-1.4355,2757,0
3.983,-1.4312,2831,0
4.021,-1.4268,2931,0
4.103,-1.4224,2830,0
4.2,-1.4181,2670,0
4.241,-1.4137,2584,0
4.268,-1.4094,2573,0
4.258,-1.405,2615,0
4.18,-1.4006,2682,0
4.089,-1.3963,2912,0
4.028,-1.3919,3062,0
3.985,-1.3875,3110,0
3.986,-1.3832,3126,0
